ca.rmen.android.networkmonitor - Installs by user by Android Version for 2013-05-26 - 2019-02-24
,,Metric,Installs by user,Notes
,,Dimension,All Android versions
Period,Date
2013-05-26 - 2019-02-24,2014-11-06,,68
2013-05-26 - 2019-02-24,2014-11-07,,57
2013-05-26 - 2019-02-24,2014-11-08,,77
2013-05-26 - 2019-02-24,2014-11-09,,57
2013-05-26 - 2019-02-24,2014-11-10,,60
2013-05-26 - 2019-02-24,2014-11-11,,62
2013-05-26 - 2019-02-24,2014-11-12,,73
2013-05-26 - 2019-02-24,2014-11-13,,70
2013-05-26 - 2019-02-24,2014-11-14,,66
2013-05-26 - 2019-02-24,2014-11-15,,59
2013-05-26 - 2019-02-24,2014-11-16,,50
2013-05-26 - 2019-02-24,2014-11-17,,77
2013-05-26 - 2019-02-24,2014-11-18,,62
2013-05-26 - 2019-02-24,2014-11-19,,62
2013-05-26 - 2019-02-24,2014-11-20,,62
2013-05-26 - 2019-02-24,2014-11-21,,56
2013-05-26 - 2019-02-24,2014-11-22,,49
2013-05-26 - 2019-02-24,2014-11-23,,49
2013-05-26 - 2019-02-24,2014-11-24,,72
2013-05-26 - 2019-02-24,2014-11-25,,52
2013-05-26 - 2019-02-24,2014-11-26,,49
2013-05-26 - 2019-02-24,2014-11-27,,65
2013-05-26 - 2019-02-24,2014-11-28,,55
2013-05-26 - 2019-02-24,2014-11-29,,58
2013-05-26 - 2019-02-24,2014-11-30,,61
2013-05-26 - 2019-02-24,2014-12-01,,61
2013-05-26 - 2019-02-24,2014-12-02,,48
2013-05-26 - 2019-02-24,2014-12-03,,49
2013-05-26 - 2019-02-24,2014-12-04,,60
2013-05-26 - 2019-02-24,2014-12-05,,60
2013-05-26 - 2019-02-24,2014-12-06,,59
2013-05-26 - 2019-02-24,2014-12-07,,59
2013-05-26 - 2019-02-24,2014-12-08,,42
2013-05-26 - 2019-02-24,2014-12-09,,55
2013-05-26 - 2019-02-24,2014-12-10,,58
2013-05-26 - 2019-02-24,2014-12-11,,41
2013-05-26 - 2019-02-24,2014-12-12,,46
2013-05-26 - 2019-02-24,2014-12-13,,38
2013-05-26 - 2019-02-24,2014-12-14,,43
2013-05-26 - 2019-02-24,2014-12-15,,44
2013-05-26 - 2019-02-24,2014-12-16,,44
2013-05-26 - 2019-02-24,2014-12-17,,52
2013-05-26 - 2019-02-24,2014-12-18,,45
2013-05-26 - 2019-02-24,2014-12-19,,45
2013-05-26 - 2019-02-24,2014-12-20,,46
2013-05-26 - 2019-02-24,2014-12-21,,48
2013-05-26 - 2019-02-24,2014-12-22,,51
2013-05-26 - 2019-02-24,2014-12-23,,57
2013-05-26 - 2019-02-24,2014-12-24,,40
2013-05-26 - 2019-02-24,2014-12-25,,45
2013-05-26 - 2019-02-24,2014-12-26,,36
2013-05-26 - 2019-02-24,2014-12-27,,47
2013-05-26 - 2019-02-24,2014-12-28,,41
2013-05-26 - 2019-02-24,2014-12-29,,40
2013-05-26 - 2019-02-24,2014-12-30,,41
2013-05-26 - 2019-02-24,2014-12-31,,26
2013-05-26 - 2019-02-24,2015-01-01,,39
2013-05-26 - 2019-02-24,2015-01-02,,37
2013-05-26 - 2019-02-24,2015-01-03,,31
2013-05-26 - 2019-02-24,2015-01-04,,29
2013-05-26 - 2019-02-24,2015-01-05,,51
2013-05-26 - 2019-02-24,2015-01-06,,39
2013-05-26 - 2019-02-24,2015-01-07,,46
2013-05-26 - 2019-02-24,2015-01-08,,35
2013-05-26 - 2019-02-24,2015-01-09,,30
2013-05-26 - 2019-02-24,2015-01-10,,44
2013-05-26 - 2019-02-24,2015-01-11,,40
2013-05-26 - 2019-02-24,2015-01-12,,52
2013-05-26 - 2019-02-24,2015-01-13,,44
2013-05-26 - 2019-02-24,2015-01-14,,41
2013-05-26 - 2019-02-24,2015-01-15,,40
2013-05-26 - 2019-02-24,2015-01-16,,48
2013-05-26 - 2019-02-24,2015-01-17,,32
2013-05-26 - 2019-02-24,2015-01-18,,31
2013-05-26 - 2019-02-24,2015-01-19,,40
2013-05-26 - 2019-02-24,2015-01-20,,46
2013-05-26 - 2019-02-24,2015-01-21,,41
2013-05-26 - 2019-02-24,2015-01-22,,33
2013-05-26 - 2019-02-24,2015-01-23,,27
2013-05-26 - 2019-02-24,2015-01-24,,32
2013-05-26 - 2019-02-24,2015-01-25,,32
2013-05-26 - 2019-02-24,2015-01-26,,36
2013-05-26 - 2019-02-24,2015-01-27,,38
2013-05-26 - 2019-02-24,2015-01-28,,56
2013-05-26 - 2019-02-24,2015-01-29,,54
2013-05-26 - 2019-02-24,2015-01-30,,45
2013-05-26 - 2019-02-24,2015-01-31,,39
2013-05-26 - 2019-02-24,2015-02-01,,41
2013-05-26 - 2019-02-24,2015-02-02,,40
2013-05-26 - 2019-02-24,2015-02-03,,33
2013-05-26 - 2019-02-24,2015-02-04,,46
2013-05-26 - 2019-02-24,2015-02-05,,38
2013-05-26 - 2019-02-24,2015-02-06,,45
2013-05-26 - 2019-02-24,2015-02-07,,40
2013-05-26 - 2019-02-24,2015-02-08,,32
2013-05-26 - 2019-02-24,2015-02-09,,43
2013-05-26 - 2019-02-24,2015-02-10,,43
2013-05-26 - 2019-02-24,2015-02-11,,49
2013-05-26 - 2019-02-24,2015-02-12,,52
2013-05-26 - 2019-02-24,2015-02-13,,36
2013-05-26 - 2019-02-24,2015-02-14,,32
2013-05-26 - 2019-02-24,2015-02-15,,30
2013-05-26 - 2019-02-24,2015-02-16,,43
2013-05-26 - 2019-02-24,2015-02-17,,36
2013-05-26 - 2019-02-24,2015-02-18,,44
2013-05-26 - 2019-02-24,2015-02-19,,39
2013-05-26 - 2019-02-24,2015-02-20,,38
2013-05-26 - 2019-02-24,2015-02-21,,36
2013-05-26 - 2019-02-24,2015-02-22,,42
2013-05-26 - 2019-02-24,2015-02-23,,45
2013-05-26 - 2019-02-24,2015-02-24,,48
2013-05-26 - 2019-02-24,2015-02-25,,45
2013-05-26 - 2019-02-24,2015-02-26,,56
2013-05-26 - 2019-02-24,2015-02-27,,48
2013-05-26 - 2019-02-24,2015-02-28,,36
2013-05-26 - 2019-02-24,2015-03-01,,42
2013-05-26 - 2019-02-24,2015-03-02,,38
2013-05-26 - 2019-02-24,2015-03-03,,52
2013-05-26 - 2019-02-24,2015-03-04,,40
2013-05-26 - 2019-02-24,2015-03-05,,37
2013-05-26 - 2019-02-24,2015-03-06,,42
2013-05-26 - 2019-02-24,2015-03-07,,30
2013-05-26 - 2019-02-24,2015-03-08,,29
2013-05-26 - 2019-02-24,2015-03-09,,52
2013-05-26 - 2019-02-24,2015-03-10,,40
2013-05-26 - 2019-02-24,2015-03-11,,38
2013-05-26 - 2019-02-24,2015-03-12,,46
2013-05-26 - 2019-02-24,2015-03-13,,40
2013-05-26 - 2019-02-24,2015-03-14,,37
2013-05-26 - 2019-02-24,2015-03-15,,37
2013-05-26 - 2019-02-24,2015-03-16,,46
2013-05-26 - 2019-02-24,2015-03-17,,29
2013-05-26 - 2019-02-24,2015-03-18,,36
2013-05-26 - 2019-02-24,2015-03-19,,26
2013-05-26 - 2019-02-24,2015-03-20,,39
2013-05-26 - 2019-02-24,2015-03-21,,44
2013-05-26 - 2019-02-24,2015-03-22,,34
2013-05-26 - 2019-02-24,2015-03-23,,48
2013-05-26 - 2019-02-24,2015-03-24,,44
2013-05-26 - 2019-02-24,2015-03-25,,47
2013-05-26 - 2019-02-24,2015-03-26,,31
2013-05-26 - 2019-02-24,2015-03-27,,35
2013-05-26 - 2019-02-24,2015-03-28,,28
2013-05-26 - 2019-02-24,2015-03-29,,33
2013-05-26 - 2019-02-24,2015-03-30,,42
2013-05-26 - 2019-02-24,2015-03-31,,39
2013-05-26 - 2019-02-24,2015-04-01,,46
2013-05-26 - 2019-02-24,2015-04-02,,56
2013-05-26 - 2019-02-24,2015-04-03,,62
2013-05-26 - 2019-02-24,2015-04-04,,37
2013-05-26 - 2019-02-24,2015-04-05,,49
2013-05-26 - 2019-02-24,2015-04-06,,38
2013-05-26 - 2019-02-24,2015-04-07,,40
2013-05-26 - 2019-02-24,2015-04-08,,44
2013-05-26 - 2019-02-24,2015-04-09,,42
2013-05-26 - 2019-02-24,2015-04-10,,40
2013-05-26 - 2019-02-24,2015-04-11,,26
2013-05-26 - 2019-02-24,2015-04-12,,40
2013-05-26 - 2019-02-24,2015-04-13,,30
2013-05-26 - 2019-02-24,2015-04-14,,40
2013-05-26 - 2019-02-24,2015-04-15,,36
2013-05-26 - 2019-02-24,2015-04-16,,28
2013-05-26 - 2019-02-24,2015-04-17,,35
2013-05-26 - 2019-02-24,2015-04-18,,27
2013-05-26 - 2019-02-24,2015-04-19,,37
2013-05-26 - 2019-02-24,2015-04-20,,41
2013-05-26 - 2019-02-24,2015-04-21,,26
2013-05-26 - 2019-02-24,2015-04-22,,30
2013-05-26 - 2019-02-24,2015-04-23,,32
2013-05-26 - 2019-02-24,2015-04-24,,39
2013-05-26 - 2019-02-24,2015-04-25,,31
2013-05-26 - 2019-02-24,2015-04-26,,36
2013-05-26 - 2019-02-24,2015-04-27,,31
2013-05-26 - 2019-02-24,2015-04-28,,38
2013-05-26 - 2019-02-24,2015-04-29,,33
2013-05-26 - 2019-02-24,2015-04-30,,35
2013-05-26 - 2019-02-24,2015-05-01,,32
2013-05-26 - 2019-02-24,2015-05-02,,21
2013-05-26 - 2019-02-24,2015-05-03,,19
2013-05-26 - 2019-02-24,2015-05-04,,25
2013-05-26 - 2019-02-24,2015-05-05,,30
2013-05-26 - 2019-02-24,2015-05-06,,39
2013-05-26 - 2019-02-24,2015-05-07,,36
2013-05-26 - 2019-02-24,2015-05-08,,39
2013-05-26 - 2019-02-24,2015-05-09,,24
2013-05-26 - 2019-02-24,2015-05-10,,36
2013-05-26 - 2019-02-24,2015-05-11,,33
2013-05-26 - 2019-02-24,2015-05-12,,31
2013-05-26 - 2019-02-24,2015-05-13,,43
2013-05-26 - 2019-02-24,2015-05-14,,34
2013-05-26 - 2019-02-24,2015-05-15,,40
2013-05-26 - 2019-02-24,2015-05-16,,40
2013-05-26 - 2019-02-24,2015-05-17,,29
2013-05-26 - 2019-02-24,2015-05-18,,35
2013-05-26 - 2019-02-24,2015-05-19,,34
2013-05-26 - 2019-02-24,2015-05-20,,38
2013-05-26 - 2019-02-24,2015-05-21,,47
2013-05-26 - 2019-02-24,2015-05-22,,39
2013-05-26 - 2019-02-24,2015-05-23,,32
2013-05-26 - 2019-02-24,2015-05-24,,33
2013-05-26 - 2019-02-24,2015-05-25,,30
2013-05-26 - 2019-02-24,2015-05-26,,28
2013-05-26 - 2019-02-24,2015-05-27,,40
2013-05-26 - 2019-02-24,2015-05-28,,45
2013-05-26 - 2019-02-24,2015-05-29,,30
2013-05-26 - 2019-02-24,2015-05-30,,31
2013-05-26 - 2019-02-24,2015-05-31,,36
2013-05-26 - 2019-02-24,2015-06-01,,37
2013-05-26 - 2019-02-24,2015-06-02,,38
2013-05-26 - 2019-02-24,2015-06-03,,46
2013-05-26 - 2019-02-24,2015-06-04,,39
2013-05-26 - 2019-02-24,2015-06-05,,34
2013-05-26 - 2019-02-24,2015-06-06,,21
2013-05-26 - 2019-02-24,2015-06-07,,33
2013-05-26 - 2019-02-24,2015-06-08,,35
2013-05-26 - 2019-02-24,2015-06-09,,33
2013-05-26 - 2019-02-24,2015-06-10,,44
2013-05-26 - 2019-02-24,2015-06-11,,36
2013-05-26 - 2019-02-24,2015-06-12,,37
2013-05-26 - 2019-02-24,2015-06-13,,37
2013-05-26 - 2019-02-24,2015-06-14,,41
2013-05-26 - 2019-02-24,2015-06-15,,26
2013-05-26 - 2019-02-24,2015-06-16,,37
2013-05-26 - 2019-02-24,2015-06-17,,43
2013-05-26 - 2019-02-24,2015-06-18,,29
2013-05-26 - 2019-02-24,2015-06-19,,40
2013-05-26 - 2019-02-24,2015-06-20,,31
2013-05-26 - 2019-02-24,2015-06-21,,35
2013-05-26 - 2019-02-24,2015-06-22,,44
2013-05-26 - 2019-02-24,2015-06-23,,31
2013-05-26 - 2019-02-24,2015-06-24,,44
2013-05-26 - 2019-02-24,2015-06-25,,43
2013-05-26 - 2019-02-24,2015-06-26,,41
2013-05-26 - 2019-02-24,2015-06-27,,32
2013-05-26 - 2019-02-24,2015-06-28,,44
2013-05-26 - 2019-02-24,2015-06-29,,41
2013-05-26 - 2019-02-24,2015-06-30,,35
2013-05-26 - 2019-02-24,2015-07-01,,43
2013-05-26 - 2019-02-24,2015-07-02,,30
2013-05-26 - 2019-02-24,2015-07-03,,41
2013-05-26 - 2019-02-24,2015-07-04,,43
2013-05-26 - 2019-02-24,2015-07-05,,31
2013-05-26 - 2019-02-24,2015-07-06,,42
2013-05-26 - 2019-02-24,2015-07-07,,42
2013-05-26 - 2019-02-24,2015-07-08,,52
2013-05-26 - 2019-02-24,2015-07-09,,43
2013-05-26 - 2019-02-24,2015-07-10,,46
2013-05-26 - 2019-02-24,2015-07-11,,37
2013-05-26 - 2019-02-24,2015-07-12,,40
2013-05-26 - 2019-02-24,2015-07-13,,42
2013-05-26 - 2019-02-24,2015-07-14,,55
2013-05-26 - 2019-02-24,2015-07-15,,46
2013-05-26 - 2019-02-24,2015-07-16,,46
2013-05-26 - 2019-02-24,2015-07-17,,40
2013-05-26 - 2019-02-24,2015-07-18,,37
2013-05-26 - 2019-02-24,2015-07-19,,47
2013-05-26 - 2019-02-24,2015-07-20,,47
2013-05-26 - 2019-02-24,2015-07-21,,37
2013-05-26 - 2019-02-24,2015-07-22,,53
2013-05-26 - 2019-02-24,2015-07-23,,47
2013-05-26 - 2019-02-24,2015-07-24,,51
2013-05-26 - 2019-02-24,2015-07-25,,37
2013-05-26 - 2019-02-24,2015-07-26,,49
2013-05-26 - 2019-02-24,2015-07-27,,49
2013-05-26 - 2019-02-24,2015-07-28,,47
2013-05-26 - 2019-02-24,2015-07-29,,57
2013-05-26 - 2019-02-24,2015-07-30,,29
2013-05-26 - 2019-02-24,2015-07-31,,49
2013-05-26 - 2019-02-24,2015-08-01,,34
2013-05-26 - 2019-02-24,2015-08-02,,52
2013-05-26 - 2019-02-24,2015-08-03,,59
2013-05-26 - 2019-02-24,2015-08-04,,45
2013-05-26 - 2019-02-24,2015-08-05,,46
2013-05-26 - 2019-02-24,2015-08-06,,53
2013-05-26 - 2019-02-24,2015-08-07,,45
2013-05-26 - 2019-02-24,2015-08-08,,40
2013-05-26 - 2019-02-24,2015-08-09,,34
2013-05-26 - 2019-02-24,2015-08-10,,60
2013-05-26 - 2019-02-24,2015-08-11,,48
2013-05-26 - 2019-02-24,2015-08-12,,46
2013-05-26 - 2019-02-24,2015-08-13,,48
2013-05-26 - 2019-02-24,2015-08-14,,53
2013-05-26 - 2019-02-24,2015-08-15,,60
2013-05-26 - 2019-02-24,2015-08-16,,49
2013-05-26 - 2019-02-24,2015-08-17,,54
2013-05-26 - 2019-02-24,2015-08-18,,64
2013-05-26 - 2019-02-24,2015-08-19,,48
2013-05-26 - 2019-02-24,2015-08-20,,60
2013-05-26 - 2019-02-24,2015-08-21,,65
2013-05-26 - 2019-02-24,2015-08-22,,55
2013-05-26 - 2019-02-24,2015-08-23,,45
2013-05-26 - 2019-02-24,2015-08-24,,46
2013-05-26 - 2019-02-24,2015-08-25,,62
2013-05-26 - 2019-02-24,2015-08-26,,55
2013-05-26 - 2019-02-24,2015-08-27,,70
2013-05-26 - 2019-02-24,2015-08-28,,52
2013-05-26 - 2019-02-24,2015-08-29,,47
2013-05-26 - 2019-02-24,2015-08-30,,53
2013-05-26 - 2019-02-24,2015-08-31,,67
2013-05-26 - 2019-02-24,2015-09-01,,58
2013-05-26 - 2019-02-24,2015-09-02,,64
2013-05-26 - 2019-02-24,2015-09-03,,80
2013-05-26 - 2019-02-24,2015-09-04,,76
2013-05-26 - 2019-02-24,2015-09-05,,69
2013-05-26 - 2019-02-24,2015-09-06,,73
2013-05-26 - 2019-02-24,2015-09-07,,79
2013-05-26 - 2019-02-24,2015-09-08,,78
2013-05-26 - 2019-02-24,2015-09-09,,74
2013-05-26 - 2019-02-24,2015-09-10,,80
2013-05-26 - 2019-02-24,2015-09-11,,93
2013-05-26 - 2019-02-24,2015-09-12,,68
2013-05-26 - 2019-02-24,2015-09-13,,80
2013-05-26 - 2019-02-24,2015-09-14,,84
2013-05-26 - 2019-02-24,2015-09-15,,74
2013-05-26 - 2019-02-24,2015-09-16,,82
2013-05-26 - 2019-02-24,2015-09-17,,89
2013-05-26 - 2019-02-24,2015-09-18,,72
2013-05-26 - 2019-02-24,2015-09-19,,69
2013-05-26 - 2019-02-24,2015-09-20,,63
2013-05-26 - 2019-02-24,2015-09-21,,77
2013-05-26 - 2019-02-24,2015-09-22,,66
2013-05-26 - 2019-02-24,2015-09-23,,68
2013-05-26 - 2019-02-24,2015-09-24,,56
2013-05-26 - 2019-02-24,2015-09-25,,64
2013-05-26 - 2019-02-24,2015-09-26,,62
2013-05-26 - 2019-02-24,2015-09-27,,72
2013-05-26 - 2019-02-24,2015-09-28,,62
2013-05-26 - 2019-02-24,2015-09-29,,56
2013-05-26 - 2019-02-24,2015-09-30,,74
2013-05-26 - 2019-02-24,2015-10-01,,92
2013-05-26 - 2019-02-24,2015-10-02,,83
2013-05-26 - 2019-02-24,2015-10-03,,63
2013-05-26 - 2019-02-24,2015-10-04,,73
2013-05-26 - 2019-02-24,2015-10-05,,60
2013-05-26 - 2019-02-24,2015-10-06,,73
2013-05-26 - 2019-02-24,2015-10-07,,66
2013-05-26 - 2019-02-24,2015-10-08,,60
2013-05-26 - 2019-02-24,2015-10-09,,72
2013-05-26 - 2019-02-24,2015-10-10,,42
2013-05-26 - 2019-02-24,2015-10-11,,53
2013-05-26 - 2019-02-24,2015-10-12,,65
2013-05-26 - 2019-02-24,2015-10-13,,72
2013-05-26 - 2019-02-24,2015-10-14,,90
2013-05-26 - 2019-02-24,2015-10-15,,79
2013-05-26 - 2019-02-24,2015-10-16,,83
2013-05-26 - 2019-02-24,2015-10-17,,75
2013-05-26 - 2019-02-24,2015-10-18,,58
2013-05-26 - 2019-02-24,2015-10-19,,59
2013-05-26 - 2019-02-24,2015-10-20,,79
2013-05-26 - 2019-02-24,2015-10-21,,76
2013-05-26 - 2019-02-24,2015-10-22,,76
2013-05-26 - 2019-02-24,2015-10-23,,72
2013-05-26 - 2019-02-24,2015-10-24,,56
2013-05-26 - 2019-02-24,2015-10-25,,59
2013-05-26 - 2019-02-24,2015-10-26,,71
2013-05-26 - 2019-02-24,2015-10-27,,74
2013-05-26 - 2019-02-24,2015-10-28,,65
2013-05-26 - 2019-02-24,2015-10-29,,70
2013-05-26 - 2019-02-24,2015-10-30,,86
2013-05-26 - 2019-02-24,2015-10-31,,80
2013-05-26 - 2019-02-24,2015-11-01,,82
2013-05-26 - 2019-02-24,2015-11-02,,68
2013-05-26 - 2019-02-24,2015-11-03,,75
2013-05-26 - 2019-02-24,2015-11-04,,88
2013-05-26 - 2019-02-24,2015-11-05,,80
2013-05-26 - 2019-02-24,2015-11-06,,79
2013-05-26 - 2019-02-24,2015-11-07,,70
2013-05-26 - 2019-02-24,2015-11-08,,93
2013-05-26 - 2019-02-24,2015-11-09,,86
2013-05-26 - 2019-02-24,2015-11-10,,58
2013-05-26 - 2019-02-24,2015-11-11,,65
2013-05-26 - 2019-02-24,2015-11-12,,68
2013-05-26 - 2019-02-24,2015-11-13,,58
2013-05-26 - 2019-02-24,2015-11-14,,69
2013-05-26 - 2019-02-24,2015-11-15,,64
2013-05-26 - 2019-02-24,2015-11-16,,74
2013-05-26 - 2019-02-24,2015-11-17,,66
2013-05-26 - 2019-02-24,2015-11-18,,71
2013-05-26 - 2019-02-24,2015-11-19,,65
2013-05-26 - 2019-02-24,2015-11-20,,55
2013-05-26 - 2019-02-24,2015-11-21,,58
2013-05-26 - 2019-02-24,2015-11-22,,78
2013-05-26 - 2019-02-24,2015-11-23,,59
2013-05-26 - 2019-02-24,2015-11-24,,55
2013-05-26 - 2019-02-24,2015-11-25,,51
2013-05-26 - 2019-02-24,2015-11-26,,75
2013-05-26 - 2019-02-24,2015-11-27,,76
2013-05-26 - 2019-02-24,2015-11-28,,71
2013-05-26 - 2019-02-24,2015-11-29,,63
2013-05-26 - 2019-02-24,2015-11-30,,58
2013-05-26 - 2019-02-24,2015-12-01,,74
2013-05-26 - 2019-02-24,2015-12-02,,73
2013-05-26 - 2019-02-24,2015-12-03,,61
2013-05-26 - 2019-02-24,2015-12-04,,66
2013-05-26 - 2019-02-24,2015-12-05,,60
2013-05-26 - 2019-02-24,2015-12-06,,63
2013-05-26 - 2019-02-24,2015-12-07,,59
2013-05-26 - 2019-02-24,2015-12-08,,58
2013-05-26 - 2019-02-24,2015-12-09,,72
2013-05-26 - 2019-02-24,2015-12-10,,71
2013-05-26 - 2019-02-24,2015-12-11,,72
2013-05-26 - 2019-02-24,2015-12-12,,84
2013-05-26 - 2019-02-24,2015-12-13,,69
2013-05-26 - 2019-02-24,2015-12-14,,81
2013-05-26 - 2019-02-24,2015-12-15,,71
2013-05-26 - 2019-02-24,2015-12-16,,67
2013-05-26 - 2019-02-24,2015-12-17,,76
2013-05-26 - 2019-02-24,2015-12-18,,68
2013-05-26 - 2019-02-24,2015-12-19,,74
2013-05-26 - 2019-02-24,2015-12-20,,64
2013-05-26 - 2019-02-24,2015-12-21,,69
2013-05-26 - 2019-02-24,2015-12-22,,92
2013-05-26 - 2019-02-24,2015-12-23,,104
2013-05-26 - 2019-02-24,2015-12-24,,82
2013-05-26 - 2019-02-24,2015-12-25,,69
2013-05-26 - 2019-02-24,2015-12-26,,66
2013-05-26 - 2019-02-24,2015-12-27,,74
2013-05-26 - 2019-02-24,2015-12-28,,60
2013-05-26 - 2019-02-24,2015-12-29,,61
2013-05-26 - 2019-02-24,2015-12-30,,61
2013-05-26 - 2019-02-24,2015-12-31,,66
2013-05-26 - 2019-02-24,2016-01-01,,65
2013-05-26 - 2019-02-24,2016-01-02,,75
2013-05-26 - 2019-02-24,2016-01-03,,66
2013-05-26 - 2019-02-24,2016-01-04,,69
2013-05-26 - 2019-02-24,2016-01-05,,75
2013-05-26 - 2019-02-24,2016-01-06,,66
2013-05-26 - 2019-02-24,2016-01-07,,66
2013-05-26 - 2019-02-24,2016-01-08,,73
2013-05-26 - 2019-02-24,2016-01-09,,72
2013-05-26 - 2019-02-24,2016-01-10,,79
2013-05-26 - 2019-02-24,2016-01-11,,80
2013-05-26 - 2019-02-24,2016-01-12,,78
2013-05-26 - 2019-02-24,2016-01-13,,83
2013-05-26 - 2019-02-24,2016-01-14,,90
2013-05-26 - 2019-02-24,2016-01-15,,75
2013-05-26 - 2019-02-24,2016-01-16,,80
2013-05-26 - 2019-02-24,2016-01-17,,87
2013-05-26 - 2019-02-24,2016-01-18,,81
2013-05-26 - 2019-02-24,2016-01-19,,81
2013-05-26 - 2019-02-24,2016-01-20,,82
2013-05-26 - 2019-02-24,2016-01-21,,87
2013-05-26 - 2019-02-24,2016-01-22,,67
2013-05-26 - 2019-02-24,2016-01-23,,82
2013-05-26 - 2019-02-24,2016-01-24,,64
2013-05-26 - 2019-02-24,2016-01-25,,65
2013-05-26 - 2019-02-24,2016-01-26,,72
2013-05-26 - 2019-02-24,2016-01-27,,98
2013-05-26 - 2019-02-24,2016-01-28,,80
2013-05-26 - 2019-02-24,2016-01-29,,66
2013-05-26 - 2019-02-24,2016-01-30,,81
2013-05-26 - 2019-02-24,2016-01-31,,83
2013-05-26 - 2019-02-24,2016-02-01,,80
2013-05-26 - 2019-02-24,2016-02-02,,86
2013-05-26 - 2019-02-24,2016-02-03,,90
2013-05-26 - 2019-02-24,2016-02-04,,86
2013-05-26 - 2019-02-24,2016-02-05,,106
2013-05-26 - 2019-02-24,2016-02-06,,92
2013-05-26 - 2019-02-24,2016-02-07,,92
2013-05-26 - 2019-02-24,2016-02-08,,89
2013-05-26 - 2019-02-24,2016-02-09,,75
2013-05-26 - 2019-02-24,2016-02-10,,96
2013-05-26 - 2019-02-24,2016-02-11,,97
2013-05-26 - 2019-02-24,2016-02-12,,97
2013-05-26 - 2019-02-24,2016-02-13,,85
2013-05-26 - 2019-02-24,2016-02-14,,81
2013-05-26 - 2019-02-24,2016-02-15,,89
2013-05-26 - 2019-02-24,2016-02-16,,97
2013-05-26 - 2019-02-24,2016-02-17,,105
2013-05-26 - 2019-02-24,2016-02-18,,111
2013-05-26 - 2019-02-24,2016-02-19,,88
2013-05-26 - 2019-02-24,2016-02-20,,85
2013-05-26 - 2019-02-24,2016-02-21,,89
2013-05-26 - 2019-02-24,2016-02-22,,82
2013-05-26 - 2019-02-24,2016-02-23,,106
2013-05-26 - 2019-02-24,2016-02-24,,95
2013-05-26 - 2019-02-24,2016-02-25,,92
2013-05-26 - 2019-02-24,2016-02-26,,87
2013-05-26 - 2019-02-24,2016-02-27,,92
2013-05-26 - 2019-02-24,2016-02-28,,79
2013-05-26 - 2019-02-24,2016-02-29,,85
2013-05-26 - 2019-02-24,2016-03-01,,79
2013-05-26 - 2019-02-24,2016-03-02,,77
2013-05-26 - 2019-02-24,2016-03-03,,74
2013-05-26 - 2019-02-24,2016-03-04,,90
2013-05-26 - 2019-02-24,2016-03-05,,81
2013-05-26 - 2019-02-24,2016-03-06,,75
2013-05-26 - 2019-02-24,2016-03-07,,95
2013-05-26 - 2019-02-24,2016-03-08,,79
2013-05-26 - 2019-02-24,2016-03-09,,67
2013-05-26 - 2019-02-24,2016-03-10,,85
2013-05-26 - 2019-02-24,2016-03-11,,80
2013-05-26 - 2019-02-24,2016-03-12,,80
2013-05-26 - 2019-02-24,2016-03-13,,64
2013-05-26 - 2019-02-24,2016-03-14,,100
2013-05-26 - 2019-02-24,2016-03-15,,92
2013-05-26 - 2019-02-24,2016-03-16,,104
2013-05-26 - 2019-02-24,2016-03-17,,84
2013-05-26 - 2019-02-24,2016-03-18,,76
2013-05-26 - 2019-02-24,2016-03-19,,62
2013-05-26 - 2019-02-24,2016-03-20,,84
2013-05-26 - 2019-02-24,2016-03-21,,69
2013-05-26 - 2019-02-24,2016-03-22,,88
2013-05-26 - 2019-02-24,2016-03-23,,80
2013-05-26 - 2019-02-24,2016-03-24,,70
2013-05-26 - 2019-02-24,2016-03-25,,69
2013-05-26 - 2019-02-24,2016-03-26,,71
2013-05-26 - 2019-02-24,2016-03-27,,45
2013-05-26 - 2019-02-24,2016-03-28,,49
2013-05-26 - 2019-02-24,2016-03-29,,44
2013-05-26 - 2019-02-24,2016-03-30,,60
2013-05-26 - 2019-02-24,2016-03-31,,64
2013-05-26 - 2019-02-24,2016-04-01,,51
2013-05-26 - 2019-02-24,2016-04-02,,65
2013-05-26 - 2019-02-24,2016-04-03,,56
2013-05-26 - 2019-02-24,2016-04-04,,53
2013-05-26 - 2019-02-24,2016-04-05,,81
2013-05-26 - 2019-02-24,2016-04-06,,64
2013-05-26 - 2019-02-24,2016-04-07,,87
2013-05-26 - 2019-02-24,2016-04-08,,66
2013-05-26 - 2019-02-24,2016-04-09,,54
2013-05-26 - 2019-02-24,2016-04-10,,58
2013-05-26 - 2019-02-24,2016-04-11,,68
2013-05-26 - 2019-02-24,2016-04-12,,50
2013-05-26 - 2019-02-24,2016-04-13,,47
2013-05-26 - 2019-02-24,2016-04-14,,60
2013-05-26 - 2019-02-24,2016-04-15,,43
2013-05-26 - 2019-02-24,2016-04-16,,53
2013-05-26 - 2019-02-24,2016-04-17,,53
2013-05-26 - 2019-02-24,2016-04-18,,60
2013-05-26 - 2019-02-24,2016-04-19,,58
2013-05-26 - 2019-02-24,2016-04-20,,56
2013-05-26 - 2019-02-24,2016-04-21,,56
2013-05-26 - 2019-02-24,2016-04-22,,71
2013-05-26 - 2019-02-24,2016-04-23,,59
